0.077387,0.94087,0
0.64957,0.9732,276.96
0.8072,0.67451,338.06
0.21675,0.2573,510.93
0.49844,0.988,274.76
0.38421,0.75125,320.9
0.33417,0.59335,361.76
0.89251,0.58958,359.6
0.33459,0.18145,571.08
0.76878,0.93862,282.31
0.57307,0.43699,415.71
0.16084,0.78049,314.07
0.014494,0.5451,0
0.46905,0.95854,279.79
0.1127,0.64829,369.69
0.26298,0.84393,301.11
0.8216,0.94377,280.9
0.5405,0.84933,300.12
0.90917,0.36284,441.7
0.79367,0.40516,425.86
0.41746,0.84488,300.93
0.32869,0.99842,273.01
0.81271,0.46482,401.91
0.35374,0.95679,280.01
0.92438,0.84143,298.79
0.59778,0.7206,328.21
0.97257,0.25822,497.34
0.90436,0.92018,284.12
0.985,0.60563,353.01
0.78436,0.028918,1000
0.6526,0.78138,314.09
0.23369,0.97878,276.9
0.65631,0.41636,423.46
0.2209,0.66855,341.65
0.54502,0.47401,401.54
0.7961,0.39571,429.86
0.7016,0.045074,1000
0.84587,0.12596,624.69
0.87961,0.99268,271.83
0.71771,0.73291,324.7
0.64039,0.0073557,1000
0.78286,0.012336,1000
0.37629,0.065367,746.56
0.95805,0.38265,431.26
0.46256,0.99716,273.24
0.68421,0.40148,429.42
0.052432,0.023191,0
0.97156,0.97776,273.06
0.27293,0.47654,400.33
0.48737,0.34393,458.07
0.66615,0.87134,295.47
0.25843,0.41675,424.12
0.70423,0.16086,585.52
0.75838,0.48607,395.19
0.63737,0.57125,368.43
0.74316,0.14431,603.19
0.78165,0.9012,289.04
0.37602,7.2029e-05,1000
0.37048,0.86227,297.4
0.35361,0.33052,464.95
0.74094,0.26747,498.1
0.15117,0.72803,321.51
0.43753,0.32084,470.33
0.83136,0.34223,453.79
0.22044,0.17202,583.69
0.095264,0.39499,475.4
0.74952,0.39093,432.92
0.41097,0.17198,579.57
0.76851,0.88936,291.37
0.63913,0.035314,1000
0.98562,0.0070037,1000
0.79956,0.32403,463.92
0.75188,0.16262,582.47
0.29653,0.3122,474.95
0.77914,0.39441,430.79
0.30926,0.45606,408.05
0.16658,0.87459,297.35
0.18079,0.19386,566.87
0.80308,0.14347,602.76
0.2183,0.34892,456.5
0.29981,0.76905,316.76
0.44064,0.78127,314.3
0.082159,0.06977,1000
0.2466,0.063756,760.42
0.61461,0.21352,539.37
0.2272,0.7026,332.86
0.58944,0.61157,356.74
0.57678,0.73815,324.1
0.11366,0.73513,353.09
0.85182,0.55906,369.51
0.51094,0.75124,321.12
0.46884,0.23684,523.43
0.21498,0.70207,333.32
0.098685,0.85708,0
0.10325,0.086141,769.68
0.63547,0.89127,291.76
0.8005,0.4034,426.46
0.42424,0.19361,558.84
0.49153,0.05487,783.48
0.010867,0.41352,0
